segm_idx,tablet_CDLI,view_desc,rec_idx,line_idx,pos_idx,train_label,mzl_label,status
192,P393866,Obv,0,0,0,11,839,1
192,P393866,Obv,1,0,1,4,110,1
192,P393866,Obv,2,0,2,119,266,1
192,P393866,Obv,3,0,3,31,113,0
192,P393866,Obv,4,0,4,62,380,0
192,P393866,Obv,5,0,5,62,380,0
192,P393866,Obv,6,1,0,210,18,1
192,P393866,Obv,7,1,1,56,754,1
192,P393866,Obv,8,1,2,58,24,1
192,P393866,Obv,9,1,3,14,748,1
192,P393866,Obv,10,1,4,0,0,0
192,P393866,Obv,11,1,5,0,0,0
192,P393866,Obv,12,1,6,0,0,0
192,P393866,Obv,13,1,7,0,0,0
192,P393866,Obv,14,2,0,14,748,1
192,P393866,Obv,15,2,1,26,10,1
192,P393866,Obv,16,2,2,113,464,1
192,P393866,Obv,17,2,3,229,275,1
192,P393866,Obv,18,2,4,13,552,1
192,P393866,Obv,19,2,5,100,737,0
192,P393866,Obv,20,2,6,19,498,0
192,P393866,Obv,21,3,0,82,812,1
192,P393866,Obv,22,3,1,77,736,1
192,P393866,Obv,23,3,2,41,98,1
192,P393866,Obv,24,3,3,11,839,1
192,P393866,Obv,25,3,4,4,110,1
192,P393866,Obv,26,3,5,119,266,0
192,P393866,Obv,27,3,6,31,113,0
192,P393866,Obv,28,3,7,62,380,0
192,P393866,Obv,29,3,8,62,380,0
192,P393866,Obv,30,4,0,26,10,1
192,P393866,Obv,31,4,1,86,711,1
192,P393866,Obv,32,4,2,161,731,1
192,P393866,Obv,33,4,3,26,10,1
192,P393866,Obv,34,4,4,151,887,2
192,P393866,Obv,35,4,5,35,553,0
192,P393866,Obv,36,5,0,11,839,1
192,P393866,Obv,37,5,1,4,110,1
192,P393866,Obv,38,5,2,119,266,1
192,P393866,Obv,39,5,3,31,113,1
192,P393866,Obv,40,5,4,62,380,1
192,P393866,Obv,41,5,5,62,380,1
192,P393866,Obv,42,6,0,88,828,1
192,P393866,Obv,43,6,1,8,111,1
192,P393866,Obv,44,6,2,87,580,1
192,P393866,Obv,45,7,0,2,1,1
192,P393866,Obv,46,7,1,211,663,1
192,P393866,Obv,47,7,2,11,839,1
192,P393866,Obv,48,7,3,106,756,1
192,P393866,Obv,49,7,4,94,631,1
192,P393866,Obv,50,7,5,76,142,1
192,P393866,Obv,51,7,6,18,589,1
192,P393866,Obv,52,8,0,148,566,1
192,P393866,Obv,53,8,1,119,266,1
192,P393866,Obv,54,8,2,134,357,1
192,P393866,Obv,55,8,3,190,559,1
192,P393866,Obv,56,8,4,26,10,1
192,P393866,Obv,57,8,5,4,110,1
192,P393866,Obv,58,8,6,79,724,1
192,P393866,Obv,59,8,7,62,380,1
192,P393866,Obv,60,9,0,39,596,1
192,P393866,Obv,61,9,1,16,661,1
192,P393866,Obv,62,9,2,331,595,1
192,P393866,Obv,63,9,3,121,560,1
192,P393866,Obv,64,9,4,51,825,1
192,P393866,Obv,65,9,5,62,380,1
192,P393866,Obv,66,10,0,2,1,1
192,P393866,Obv,67,10,1,211,663,1
192,P393866,Obv,68,10,2,11,839,1
192,P393866,Obv,69,10,3,106,756,1
192,P393866,Obv,70,10,4,94,631,1
192,P393866,Obv,71,10,5,76,142,1
192,P393866,Obv,72,10,6,18,589,1
192,P393866,Obv,73,11,0,17,112,1
192,P393866,Obv,74,11,1,48,86,1
192,P393866,Obv,75,11,2,81,753,1
192,P393866,Obv,76,11,3,77,736,1
192,P393866,Obv,77,12,0,11,839,1
192,P393866,Obv,78,12,1,77,736,1
192,P393866,Obv,79,12,2,15,514,1
192,P393866,Obv,80,12,3,105,612,1
192,P393866,Obv,81,12,4,56,754,1
192,P393866,Obv,82,12,5,17,112,1
192,P393866,Obv,83,12,6,1,859,1
192,P393866,Obv,84,12,7,57,548,1
192,P393866,Obv,85,12,8,187,644,1
192,P393866,Obv,86,12,9,16,661,1
192,P393866,Obv,87,12,10,62,380,1
192,P393866,Obv,88,13,0,39,596,1
192,P393866,Obv,89,13,1,366,864,1
192,P393866,Obv,90,13,2,331,595,1
