segm_idx,tablet_CDLI,view_desc,rec_idx,line_idx,pos_idx,train_label,mzl_label,status
2515,P365898,Obv,0,0,0,31,113,1
2515,P365898,Obv,1,0,1,28,469,1
2515,P365898,Obv,2,0,2,87,580,1
2515,P365898,Obv,3,0,3,45,381,1
2515,P365898,Obv,4,0,4,16,661,1
2515,P365898,Obv,5,0,5,170,883,1
2515,P365898,Obv,6,0,6,108,89,1
2515,P365898,Obv,7,0,7,1,859,0
2515,P365898,Obv,8,1,0,86,711,1
2515,P365898,Obv,9,1,1,39,596,1
2515,P365898,Obv,10,1,2,170,883,1
2515,P365898,Obv,11,1,3,131,745,1
2515,P365898,Obv,12,1,4,26,10,1
2515,P365898,Obv,13,1,5,24,14,1
2515,P365898,Obv,14,1,6,30,490,1
2515,P365898,Obv,15,2,0,148,566,1
2515,P365898,Obv,16,2,1,98,578,1
2515,P365898,Obv,17,2,2,80,252,1
2515,P365898,Obv,18,2,3,31,113,1
2515,P365898,Obv,19,2,4,59,900,1
2515,P365898,Obv,20,3,0,98,578,1
2515,P365898,Obv,21,3,1,119,266,1
2515,P365898,Obv,22,3,2,198,590,1
2515,P365898,Obv,23,3,3,39,596,1
2515,P365898,Obv,24,3,4,25,350,1
2515,P365898,Obv,25,4,0,31,113,1
2515,P365898,Obv,26,4,1,28,469,1
2515,P365898,Obv,27,4,2,87,580,1
2515,P365898,Obv,28,4,3,45,381,1
2515,P365898,Obv,29,4,4,16,661,1
2515,P365898,Obv,30,4,5,170,883,1
2515,P365898,Obv,31,4,6,108,89,1
2515,P365898,Obv,32,4,7,1,859,1
2515,P365898,Obv,33,4,8,13,552,1
2515,P365898,Obv,34,4,9,202,115,1
2515,P365898,Obv,35,4,10,17,112,1
2515,P365898,Obv,36,4,11,358,827,1
2515,P365898,Obv,37,5,0,36,255,1
2515,P365898,Obv,38,5,1,3,495,1
2515,P365898,Obv,39,5,2,35,553,1
2515,P365898,Obv,40,5,3,98,578,1
2515,P365898,Obv,41,5,4,30,490,1
2515,P365898,Obv,42,5,5,13,552,1
2515,P365898,Obv,43,5,6,144,726,1
2515,P365898,Obv,44,6,0,119,266,1
2515,P365898,Obv,45,6,1,80,252,1
2515,P365898,Obv,46,6,2,259,121,1
3874,P336676,Obv,0,0,0,14,748,0
3874,P336676,Obv,1,0,1,86,711,0
3874,P336676,Obv,2,0,2,39,596,0
3874,P336676,Obv,3,0,3,14,748,0
3874,P336676,Obv,4,0,4,75,640,1
3874,P336676,Obv,5,0,5,79,724,1
3874,P336676,Obv,6,0,6,165,437,1
3874,P336676,Obv,7,1,0,58,24,0
3874,P336676,Obv,8,1,1,7,141,2
3874,P336676,Obv,9,1,2,4,110,1
3874,P336676,Obv,10,1,3,27,599,1
3874,P336676,Obv,11,1,4,21,358,1
3874,P336676,Obv,12,1,5,98,578,1
3874,P336676,Obv,13,1,6,94,631,1
3874,P336676,Obv,14,1,7,102,491,1
3874,P336676,Obv,15,2,0,14,748,0
3874,P336676,Obv,16,2,1,39,596,0
3874,P336676,Obv,17,2,2,14,748,0
3874,P336676,Obv,18,2,3,158,485,2
3874,P336676,Obv,19,2,4,56,754,1
3874,P336676,Obv,20,2,5,10,869,2
3874,P336676,Obv,21,2,6,87,580,1
3874,P336676,Obv,22,2,7,65,561,1
3874,P336676,Obv,23,3,0,184,5,0
3874,P336676,Obv,24,3,1,39,596,0
3874,P336676,Obv,25,3,2,56,754,0
3874,P336676,Obv,26,3,3,87,580,0
3874,P336676,Obv,27,3,4,65,561,2
3874,P336676,Obv,28,3,5,56,754,0
2075,P336675,Obv,0,0,0,0,0,0
2075,P336675,Obv,1,0,1,0,0,0
2075,P336675,Obv,2,0,2,0,0,0
2075,P336675,Obv,3,0,3,0,0,2
2075,P336675,Obv,4,0,4,0,0,1
2075,P336675,Obv,5,0,5,0,0,1
2075,P336675,Obv,6,0,6,0,0,1
2075,P336675,Obv,7,0,7,0,0,1
2075,P336675,Obv,8,0,8,0,0,1
2075,P336675,Obv,9,0,9,21,358,1
2075,P336675,Obv,10,0,10,80,252,1
2075,P336675,Obv,11,0,11,0,0,1
2075,P336675,Obv,12,1,0,31,113,0
2075,P336675,Obv,13,1,1,28,469,0
2075,P336675,Obv,14,1,2,87,580,2
2075,P336675,Obv,15,1,3,13,552,1
2075,P336675,Obv,16,1,4,57,548,1
2075,P336675,Obv,17,1,5,48,86,1
2075,P336675,Obv,18,1,6,2,1,1
2075,P336675,Obv,19,1,7,38,808,1
2075,P336675,Obv,20,1,8,76,142,1
2075,P336675,Obv,21,1,9,23,85,1
2075,P336675,Obv,22,1,10,10,869,1
2075,P336675,Obv,23,1,11,0,0,2
2075,P336675,Obv,24,1,12,0,0,0
2075,P336675,Obv,25,1,13,0,0,0
2075,P336675,Obv,26,2,0,78,164,2
2075,P336675,Obv,27,2,1,11,839,1
2075,P336675,Obv,28,2,2,13,552,1
2075,P336675,Obv,29,2,3,83,118,1
2075,P336675,Obv,30,2,4,58,24,1
2075,P336675,Obv,31,2,5,80,252,1
2075,P336675,Obv,32,2,6,124,253,1
2075,P336675,Obv,33,2,7,17,112,1
2075,P336675,Obv,34,2,8,45,381,1
2075,P336675,Obv,35,2,9,0,0,2
2075,P336675,Obv,36,2,10,0,0,0
2075,P336675,Obv,37,3,0,31,113,0
2075,P336675,Obv,38,3,1,28,469,1
2075,P336675,Obv,39,3,2,87,580,1
2075,P336675,Obv,40,3,3,195,259,1
2075,P336675,Obv,41,3,4,24,14,1
2075,P336675,Obv,42,3,5,42,511,1
2075,P336675,Obv,43,3,6,1,859,1
2075,P336675,Obv,44,3,7,39,596,1
2075,P336675,Obv,45,3,8,81,753,1
2075,P336675,Obv,46,3,9,64,143,2
2075,P336675,Obv,47,3,10,87,580,1
2075,P336675,Obv,48,3,11,65,561,1
2075,P336675,Obv,49,3,12,56,754,2
2075,P336675,Obv,50,4,0,119,266,2
2075,P336675,Obv,51,4,1,119,266,1
2075,P336675,Obv,52,4,2,48,86,1
2075,P336675,Obv,53,4,3,167,678,1
2075,P336675,Obv,54,4,4,10,869,1
2075,P336675,Obv,55,4,5,48,86,1
2075,P336675,Obv,56,4,6,353,813,1
2075,P336675,Obv,57,4,7,31,113,1
2075,P336675,Obv,58,5,0,157,238,1
2075,P336675,Obv,59,5,1,13,552,1
2075,P336675,Obv,60,5,2,4,110,1
2075,P336675,Obv,61,5,3,13,552,1
2075,P336675,Obv,62,5,4,183,258,1
2075,P336675,Obv,63,5,5,48,86,1
2075,P336675,Obv,64,5,6,358,827,1
2075,P336675,Obv,65,5,7,79,724,1
2075,P336675,Obv,66,6,0,184,5,1
2075,P336675,Obv,67,6,1,124,253,1
2075,P336675,Obv,68,6,2,64,143,1
2075,P336675,Obv,69,6,3,79,724,1
2075,P336675,Obv,70,6,4,47,750,1
2075,P336675,Obv,71,7,0,0,0,1
2075,P336675,Obv,72,7,1,21,358,1
2075,P336675,Obv,73,7,2,14,748,1
2075,P336675,Obv,74,7,3,79,724,1
