segm_idx,tablet_CDLI,view_desc,rec_idx,line_idx,pos_idx,train_label,mzl_label,status
867,P336802,Rev,0,0,0,161,731,1
867,P336802,Rev,1,0,1,0,0,0
867,P336802,Rev,2,0,2,0,0,0
867,P336802,Rev,3,0,3,0,0,0
867,P336802,Rev,4,0,4,0,0,0
867,P336802,Rev,5,0,5,0,0,0
867,P336802,Rev,6,0,6,0,0,0
867,P336802,Rev,7,0,7,0,0,0
867,P336802,Rev,8,1,0,11,839,1
867,P336802,Rev,9,1,1,4,110,1
867,P336802,Rev,10,1,2,0,0,0
867,P336802,Rev,11,1,3,0,0,0
867,P336802,Rev,12,1,4,0,0,0
867,P336802,Rev,13,1,5,0,0,0
867,P336802,Rev,14,1,6,0,0,0
867,P336802,Rev,15,1,7,0,0,0
867,P336802,Rev,16,1,8,0,0,0
867,P336802,Rev,17,2,0,113,464,1
867,P336802,Rev,18,2,1,26,10,1
867,P336802,Rev,19,2,2,215,222,1
867,P336802,Rev,20,2,3,35,553,1
867,P336802,Rev,21,2,4,0,0,0
867,P336802,Rev,22,2,5,0,0,0
867,P336802,Rev,23,3,0,159,474,1
867,P336802,Rev,24,3,1,58,24,1
863,P336802,Obv,0,0,0,2,1,1
863,P336802,Obv,1,0,1,211,663,1
863,P336802,Obv,2,0,2,15,514,1
863,P336802,Obv,3,0,3,91,889,1
863,P336802,Obv,4,0,4,139,543,1
863,P336802,Obv,5,0,5,56,754,0
863,P336802,Obv,6,1,0,148,566,1
863,P336802,Obv,7,1,1,31,113,1
863,P336802,Obv,8,1,2,62,380,1
863,P336802,Obv,9,1,3,156,136,1
863,P336802,Obv,10,1,4,87,580,1
863,P336802,Obv,11,1,5,16,661,1
863,P336802,Obv,12,1,6,62,380,2
863,P336802,Obv,13,2,0,13,552,1
863,P336802,Obv,14,2,1,11,839,1
863,P336802,Obv,15,2,2,209,302,1
863,P336802,Obv,16,2,3,155,598,1
863,P336802,Obv,17,2,4,10,869,1
863,P336802,Obv,18,2,5,17,112,1
863,P336802,Obv,19,2,6,108,89,1
863,P336802,Obv,20,2,7,30,490,2
863,P336802,Obv,21,2,8,43,579,2
863,P336802,Obv,22,2,9,21,358,1
863,P336802,Obv,23,2,10,108,89,1
863,P336802,Obv,24,3,0,13,552,1
863,P336802,Obv,25,3,1,11,839,1
863,P336802,Obv,26,3,2,131,745,1
863,P336802,Obv,27,3,3,39,596,1
863,P336802,Obv,28,3,4,108,89,2
863,P336802,Obv,29,3,5,57,548,1
863,P336802,Obv,30,3,6,10,869,1
863,P336802,Obv,31,3,7,115,297,1
863,P336802,Obv,32,3,8,107,181,1
863,P336802,Obv,33,3,9,81,753,1
863,P336802,Obv,34,4,0,16,661,1
863,P336802,Obv,35,4,1,362,852,1
863,P336802,Obv,36,4,2,13,552,1
863,P336802,Obv,37,4,3,4,110,1
863,P336802,Obv,38,4,4,131,745,1
863,P336802,Obv,39,4,5,39,596,1
863,P336802,Obv,40,4,6,31,113,1
863,P336802,Obv,41,4,7,62,380,1
863,P336802,Obv,42,4,8,82,812,1
863,P336802,Obv,43,4,9,43,579,1
863,P336802,Obv,44,4,10,21,358,1
863,P336802,Obv,45,4,11,108,89,1
863,P336802,Obv,46,5,0,28,469,1
863,P336802,Obv,47,5,1,73,16,1
863,P336802,Obv,48,5,2,76,142,1
863,P336802,Obv,49,5,3,31,113,1
863,P336802,Obv,50,5,4,62,380,1
863,P336802,Obv,51,5,5,80,252,1
