segm_idx,tablet_CDLI,view_desc,rec_idx,line_idx,pos_idx,train_label,mzl_label,status
1280,P336635,Obv,0,0,0,0,0,0
1280,P336635,Obv,1,0,1,0,0,2
1280,P336635,Obv,2,0,2,0,0,2
1280,P336635,Obv,3,0,3,0,0,2
1280,P336635,Obv,4,0,4,0,0,0
1280,P336635,Obv,5,0,5,0,0,0
1280,P336635,Obv,6,0,6,0,0,0
1280,P336635,Obv,7,0,7,0,0,0
1280,P336635,Obv,8,1,0,46,313,2
1280,P336635,Obv,9,1,1,41,98,1
1280,P336635,Obv,10,1,2,148,566,1
1280,P336635,Obv,11,1,3,0,0,0
1280,P336635,Obv,12,1,4,0,0,0
1280,P336635,Obv,13,1,5,0,0,0
1280,P336635,Obv,14,1,6,0,0,0
1280,P336635,Obv,15,2,0,100,737,1
1280,P336635,Obv,16,2,1,80,252,1
1280,P336635,Obv,17,2,2,30,490,1
1280,P336635,Obv,18,2,3,77,736,1
1280,P336635,Obv,19,2,4,62,380,0
1280,P336635,Obv,20,2,5,5,248,0
1280,P336635,Obv,21,2,6,3,495,0
1280,P336635,Obv,22,2,7,35,553,0
1280,P336635,Obv,23,3,0,108,89,1
1280,P336635,Obv,24,3,1,11,839,1
1280,P336635,Obv,25,3,2,80,252,1
1280,P336635,Obv,26,3,3,137,466,2
1280,P336635,Obv,27,3,4,113,464,0
1280,P336635,Obv,28,3,5,8,111,0
1280,P336635,Obv,29,3,6,62,380,0
1280,P336635,Obv,30,3,7,62,380,0
1280,P336635,Obv,31,4,0,11,839,1
1280,P336635,Obv,32,4,1,56,754,2
1280,P336635,Obv,33,4,2,2,1,1
1280,P336635,Obv,34,4,3,11,839,1
1280,P336635,Obv,35,4,4,106,756,1
1280,P336635,Obv,36,4,5,19,498,0
1280,P336635,Obv,37,4,6,203,884,0
1280,P336635,Obv,38,4,7,62,380,0
1280,P336635,Obv,39,5,0,15,514,1
1280,P336635,Obv,40,5,1,65,561,1
1280,P336635,Obv,41,5,2,11,839,1
1280,P336635,Obv,42,5,3,11,839,1
1280,P336635,Obv,43,5,4,23,85,0
1280,P336635,Obv,44,5,5,11,839,0
1280,P336635,Obv,45,5,6,89,172,0
1280,P336635,Obv,46,5,7,39,596,0
1280,P336635,Obv,47,6,0,2,1,1
1280,P336635,Obv,48,6,1,76,142,1
1280,P336635,Obv,49,6,2,86,711,1
1280,P336635,Obv,50,6,3,193,71,2
1280,P336635,Obv,51,6,4,121,560,0
1280,P336635,Obv,52,6,5,76,142,0
1280,P336635,Obv,53,6,6,38,808,0
1280,P336635,Obv,54,7,0,13,552,0
1280,P336635,Obv,55,7,1,11,839,1
1280,P336635,Obv,56,7,2,0,0,2
1280,P336635,Obv,57,7,3,0,0,0
1280,P336635,Obv,58,7,4,0,0,0
1280,P336635,Obv,59,7,5,0,0,0
1280,P336635,Obv,60,7,6,0,0,0
1280,P336635,Obv,61,7,7,0,0,0
2167,P336178,Obv,0,0,0,11,839,1
2167,P336178,Obv,1,0,1,4,110,1
2167,P336178,Obv,2,0,2,119,266,1
2167,P336178,Obv,3,0,3,78,164,1
