segm_idx,tablet_CDLI,view_desc,collection,bbox,scale,assigned
0,P314321,Obv,saa05,"[67, 53, 323, 378]",2.54,True
1,P314321,,saa05,"[75, 370, 335, 691]",,False
2,P314321,,saa05,"[89, 715, 369, 855]",,False
3,P314321,,saa05,"[111, 721, 230, 769]",,False
4,P314321,,saa05,"[60, 736, 111, 831]",,False
5,P334518,Obv,saa05,"[662, 76, 1226, 769]",2.46,True
6,P334518,,saa05,"[80, 90, 435, 753]",,False
7,P334518,,saa05,"[1533, 91, 1877, 759]",,False
8,P334518,,saa05,"[435, 97, 689, 750]",,False
9,P334518,,saa05,"[1242, 99, 1523, 749]",,False
10,P334518,,saa05,"[670, 772, 1236, 1155]",,False
11,P334518,Rev,saa05,"[661, 1162, 1235, 1860]",2.46,True
12,P334518,,saa05,"[640, 1847, 1226, 2173]",,False
13,P334518,,saa05,"[572, 2203, 1276, 2462]",,False
14,P314205,,saa05,"[465, 62, 578, 394]",,False
15,P314205,,saa05,"[347, 64, 473, 387]",,False
16,P314205,Obv,saa05,"[89, 57, 361, 396]",2.85,True
17,P314205,,saa05,"[113, 443, 230, 491]",,False
18,P314205,,saa05,"[62, 459, 114, 550]",,False
19,P314205,,saa05,"[112, 491, 351, 526]",,False
20,P314205,,saa05,"[108, 523, 355, 578]",,False
21,P314205,,saa05,"[152, 527, 192, 566]",,False
22,P314205,,saa05,"[193, 528, 230, 566]",,False
23,P314205,,saa05,"[232, 528, 270, 566]",,False
24,P313516,,saa05,"[2071, 349, 2486, 1632]",,False
25,P313516,,saa05,"[139, 354, 539, 1612]",,False
26,P313516,Obv,saa05,"[948, 340, 1662, 1662]",3.28,True
27,P313516,,saa05,"[571, 366, 931, 1615]",,False
28,P313516,,saa05,"[1690, 383, 2033, 1645]",,False
29,P313516,,saa05,"[1010, 1674, 1641, 2034]",,False
30,P313516,,saa05,"[1004, 2036, 1667, 2428]",,False
31,P313516,,saa05,"[1022, 2442, 1644, 2768]",,False
32,P313516,Rev,saa05,"[958, 2762, 1677, 4078]",3.28,True
33,P313516,,saa05,"[1722, 2780, 2042, 3968]",,False
34,P313516,,saa05,"[981, 4083, 1664, 4510]",,False
35,P313516,,saa05,"[947, 4590, 1708, 4866]",,False
36,P334181,,saa05,"[937, 364, 1897, 806]",,False
37,P334181,,saa05,"[1962, 761, 2498, 2577]",,False
38,P334181,,saa05,"[361, 769, 871, 2544]",,False
39,P334181,,saa05,"[2529, 777, 3055, 2560]",,False
40,P334181,Obv,saa05,"[887, 792, 1932, 2616]",1.19,True
41,P334181,,saa05,"[912, 2664, 1836, 2991]",,False
42,P334181,,saa05,"[904, 3017, 1931, 3517]",,False
43,P334181,,saa05,"[923, 3546, 1873, 3978]",,False
44,P334181,,saa05,"[1941, 3999, 2441, 5780]",,False
45,P334181,Rev,saa05,"[887, 3982, 1932, 5813]",1.19,True
46,P334181,,saa05,"[918, 5851, 1909, 6221]",,False
47,P334181,,saa05,"[912, 6245, 1915, 6746]",,False
48,P334181,,saa05,"[776, 6864, 2184, 7408]",,False
49,P334642,Obv,saa05,"[621, 249, 1107, 1466]",1.28,True
50,P334642,,saa05,"[228, 548, 618, 1465]",,False
51,P334642,,saa05,"[1096, 547, 1496, 1475]",,False
52,P334642,,saa05,"[626, 1451, 1081, 1755]",,False
53,P334642,,saa05,"[626, 1750, 1102, 2127]",,False
54,P334642,,saa05,"[640, 2119, 1114, 2575]",,False
55,P334642,Rev,saa05,"[616, 2388, 1138, 3339]",1.28,True
56,P334642,,saa05,"[623, 3355, 1097, 3716]",,False
57,P334642,,saa05,"[371, 3695, 1353, 4081]",,False
58,P334179,Obv,saa05,"[336, 100, 986, 826]",3.81,True
59,P334179,,saa05,"[138, 125, 352, 743]",,False
60,P334179,,saa05,"[965, 125, 1169, 793]",,False
61,P334179,,saa05,"[1177, 124, 1401, 799]",,False
62,P334179,,saa05,"[573, 813, 967, 1037]",,False
63,P334179,,saa05,"[976, 1037, 1210, 1737]",,False
64,P334179,Rev,saa05,"[564, 1035, 991, 1741]",3.81,True
65,P334179,,saa05,"[357, 1062, 594, 1714]",,False
66,P334179,,saa05,"[579, 1742, 959, 1949]",,False
67,P334179,,saa05,"[496, 2047, 1049, 2257]",,False
68,P313932,,saa05,"[797, 51, 1042, 517]",,False
69,P313932,,saa05,"[45, 46, 441, 524]",,False
70,P313932,Obv,saa05,"[444, 50, 794, 523]",1.88,True
71,P313932,,saa05,"[1020, 51, 1375, 520]",,False
72,P313932,,saa05,"[422, 530, 790, 864]",,False
73,P313932,Rev,saa05,"[413, 855, 818, 1358]",1.88,True
74,P313932,,saa05,"[802, 863, 1037, 1350]",,False
75,P313932,,saa05,"[470, 1357, 799, 1670]",,False
76,P313932,,saa05,"[487, 1688, 809, 1849]",,False
77,P334629,,saa05,"[206, 105, 262, 136]",,False
78,P334629,,saa05,"[204, 133, 266, 266]",,False
79,P334629,,saa05,"[242, 137, 264, 199]",,False
80,P334629,Obv,saa05,"[11, 11, 222, 222]",4.0,True
81,P334629,,saa05,"[207, 179, 221, 198]",,False
82,P334629,,saa05,"[207, 200, 221, 219]",,False
83,P334629,,saa05,"[207, 221, 221, 240]",,False
84,P334629,,saa05,"[207, 241, 222, 262]",,False
85,P313840,,saa05,"[59, 57, 283, 589]",,False
86,P313840,,saa05,"[679, 60, 887, 598]",,False
87,P313840,Obv,saa05,"[301, 61, 661, 593]",2.57,True
88,P313840,,saa05,"[310, 603, 664, 859]",,False
89,P313840,,saa05,"[294, 864, 674, 1368]",,False
90,P313840,,saa05,"[297, 1372, 667, 1604]",,False
91,P313840,,saa05,"[164, 1680, 810, 1948]",,False
92,P314268,,saa05,"[59, 59, 188, 287]",,False
93,P314268,,saa05,"[659, 62, 815, 293]",,False
94,P314268,Rev,saa05,"[189, 60, 651, 293]",3.97,True
95,P314268,,saa05,"[198, 312, 658, 488]",,False
96,P314268,,saa05,"[191, 498, 648, 703]",,False
97,P314268,,saa05,"[198, 726, 646, 887]",,False
98,P314268,,saa05,"[288, 906, 567, 1048]",,False
99,P314268,,saa05,"[312, 913, 433, 963]",,False
100,P313451,Obv,saa05,"[658, 201, 2075, 1875]",1.83,True
101,P313451,,saa05,"[278, 596, 744, 1832]",,False
102,P313451,Rev,saa05,"[679, 1776, 1632, 3438]",1.83,True
103,P313451,,saa05,"[1077, 1821, 1412, 2178]",,False
104,P313451,,saa05,"[1071, 3409, 1457, 3777]",,False
105,P313451,,saa05,"[842, 3775, 1761, 4124]",,False
106,P334312,,saa05,"[845, 211, 1303, 504]",,False
107,P334312,Obv,saa05,"[816, 479, 1339, 1411]",1.71,True
108,P334312,,saa05,"[1713, 487, 2055, 1403]",,False
109,P334312,,saa05,"[1336, 492, 1712, 1401]",,False
110,P334312,,saa05,"[191, 499, 521, 1376]",,False
111,P334312,,saa05,"[510, 503, 828, 1372]",,False
112,P334312,,saa05,"[795, 1414, 1304, 1739]",,False
113,P334312,,saa05,"[781, 1741, 1322, 2679]",,False
114,P334312,,saa05,"[775, 2673, 1316, 3019]",,False
115,P334312,,saa05,"[681, 3084, 1569, 3451]",,False
116,P334152,,saa05,"[694, 85, 1113, 308]",,False
117,P334152,,saa05,"[1477, 278, 1754, 1138]",,False
118,P334152,,saa05,"[1145, 294, 1450, 1142]",,False
119,P334152,Obv,saa05,"[683, 293, 1154, 1157]",2.86,True
120,P334152,,saa05,"[166, 305, 439, 1138]",,False
121,P334152,,saa05,"[448, 309, 700, 1150]",,False
122,P334152,,saa05,"[690, 1160, 1127, 1422]",,False
123,P334152,,saa05,"[1146, 1428, 1420, 2277]",,False
124,P334152,Rev,saa05,"[687, 1429, 1154, 2293]",2.86,True
125,P334152,,saa05,"[424, 1454, 708, 2274]",,False
126,P334152,,saa05,"[714, 2301, 1139, 2527]",,False
127,P334152,,saa05,"[673, 2534, 1135, 2804]",,False
128,P334152,,saa05,"[530, 2888, 1247, 3158]",,False
129,P314063,,saa05,"[54, 64, 333, 428]",,False
130,P314063,Obv,saa05,"[489, 69, 743, 426]",2.04,True
131,P314063,,saa05,"[312, 75, 490, 422]",,False
132,P314063,,saa05,"[732, 69, 1054, 426]",,False
133,P314063,,saa05,"[511, 403, 694, 620]",,False
134,P314063,,saa05,"[367, 605, 514, 854]",,False
135,P314063,Rev,saa05,"[510, 602, 719, 859]",2.04,True
136,P314063,,saa05,"[525, 856, 709, 1018]",,False
137,P314063,,saa05,"[517, 1023, 708, 1219]",,False
