segm_idx,tablet_CDLI,view_desc,collection,bbox,scale,assigned
0,P313634,Rev,saa09,"[295, 46, 658, 610]",3.55,True
1,P313634,,saa09,"[663, 51, 923, 605]",,False
2,P313634,,saa09,"[68, 54, 298, 610]",,False
3,P313634,,saa09,"[296, 604, 649, 809]",,False
4,P313634,,saa09,"[289, 803, 663, 1340]",,False
5,P313634,,saa09,"[300, 1349, 659, 1601]",,False
6,P313634,,saa09,"[148, 1643, 846, 1901]",,False
7,P333952,Obv,saa09,"[527, 30, 1973, 1848]",3.5,True
8,P333952,,saa09,"[166, 84, 522, 1760]",,False
9,P333952,,saa09,"[2464, 171, 2835, 1808]",,False
10,P333952,,saa09,"[1933, 329, 2426, 1800]",,False
11,P333952,,saa09,"[733, 1865, 1916, 2171]",,False
12,P333952,,saa09,"[1929, 2238, 2295, 3596]",,False
13,P333952,,saa09,"[561, 2195, 1986, 4015]",,False
14,P333952,,saa09,"[88, 2266, 576, 3968]",,False
15,P333952,,saa09,"[605, 4020, 1929, 4391]",,False
16,P333952,,saa09,"[869, 4492, 1597, 4763]",,False
17,P336678,,saa09,"[413, 10, 1159, 387]",,False
18,P336678,,saa09,"[1129, 362, 1514, 844]",,False
19,P336678,Obv,saa09,"[385, 349, 1172, 1293]",1.44,True
20,P336678,,saa09,"[12, 381, 430, 1305]",,False
21,P336678,,saa09,"[1146, 789, 1505, 1287]",,False
22,P336678,,saa09,"[415, 1252, 1119, 1658]",,False
23,P336678,Rev,saa09,"[403, 1627, 1180, 2566]",1.44,True
24,P337153,,saa09,"[501, 176, 1201, 472]",,False
25,P337153,,saa09,"[148, 501, 453, 1134]",,False
26,P337153,Obv,saa09,"[464, 504, 1222, 1167]",1.78,True
27,P337153,,saa09,"[1228, 520, 1550, 1151]",,False
28,P337153,,saa09,"[480, 1165, 1143, 1487]",,False
29,P337153,,saa09,"[480, 1494, 1182, 1816]",,False
30,P337153,,saa09,"[495, 1821, 1144, 2157]",,False
31,P337153,Rev,saa09,"[469, 2164, 1213, 2821]",1.78,True
32,P337153,,saa09,"[480, 2852, 1190, 3170]",,False
33,P337153,,saa09,"[480, 3173, 1178, 3487]",,False
34,P337153,,saa09,"[463, 3501, 1136, 3753]",,False
35,P334928,,saa09,"[628, 262, 1824, 501]",,False
36,P334928,,saa09,"[1840, 480, 2150, 1159]",,False
37,P334928,,saa09,"[2161, 480, 2475, 1163]",,False
38,P334928,,saa09,"[282, 496, 590, 1156]",,False
39,P334928,,saa09,"[600, 478, 1853, 1176]",,False
40,P334928,,saa09,"[632, 1197, 1832, 1433]",,False
41,P334928,,saa09,"[613, 1456, 1850, 1784]",,False
42,P334928,,saa09,"[643, 1803, 1835, 2042]",,False
43,P334928,,saa09,"[1843, 2035, 2184, 2716]",,False
44,P334928,,saa09,"[604, 2030, 1871, 2732]",,False
45,P334928,,saa09,"[613, 2734, 1847, 3051]",,False
46,P334928,,saa09,"[830, 3095, 1707, 3433]",,False
47,P337163,,saa09,"[1665, 146, 1912, 1303]",,False
48,P337163,,saa09,"[279, 160, 529, 1278]",,False
49,P337163,Obv,saa09,"[555, 153, 1261, 1317]",3.29,True
50,P337163,,saa09,"[1342, 176, 1619, 1293]",,False
51,P337163,,saa09,"[590, 1332, 1226, 1590]",,False
52,P337163,Rev,saa09,"[546, 1603, 1250, 2773]",3.29,True
53,P337163,,saa09,"[1363, 1629, 1629, 2760]",,False
54,P337163,,saa09,"[187, 1633, 523, 2528]",,False
55,P337163,,saa09,"[576, 2785, 1229, 3042]",,False
56,P337163,,saa09,"[602, 3094, 1235, 3332]",,False
57,P334828,Rev,saa09,"[697, 76, 1441, 351]",2.93,True
58,P334828,,saa09,"[301, 435, 662, 823]",,False
59,P334828,,saa09,"[71, 445, 273, 819]",,False
